79.089746, 493.000000, 50.000000, 501.000000, 0.000000, 0.000000
69.866331, 494.000000, 50.000000, 501.000000, 0.000000, 0.000000
107.359752, 495.000000, 50.000000, 501.000000, 0.000000, 0.000000
0.000000, 495.000000, 50.000000, 501.000000, 0.000000, 1.000000
0.000000, 495.000000, 50.000000, 501.000000, 0.000000, 0.000000
46.923133, 496.000000, 50.000000, 501.000000, 0.000000, 0.000000
34.166556, 497.000000, 50.000000, 501.000000, 0.000000, 0.000000
0.000000, NaN, 50.000000, 501.000000, 0.000000, 2.000000
45.110871, 498.000000, 50.000000, 501.000000, 0.000000, 0.000000
32.280102, 499.000000, 50.000000, 501.000000, 0.000000, 0.000000
40.321022, 500.000000, 50.000000, 501.000000, 0.000000, 0.000000
45.349789, 501.000000, 50.000000, 501.000000, 0.000000, 0.000000
